CASRNUID	CASRN	TestSubstance_ChemName	Molecular_Formular	IUPAC_Name	InChI	InChIKey	SMILES
7352	765910-73-4	1-Butyl-2,3-dimethylimidazolium trifluoromethanesulfonate	C10H17F3N2O3S	1-butyl-2,3-dimethylimidazol-3-ium;trifluoromethanesulfonate	InChI=1S/C9H17N2.CHF3O3S/c1-4-5-6-11-8-7-10(3)9(11)2;2-1(3,4)8(5,6)7/h7-8H,4-6H2,1-3H3;(H,5,6,7)/q+1;/p-1	KSOGGGZFEJTGPZ-UHFFFAOYSA-M	[O-]S(=O)(=O)C(F)(F)F.CCCCN1C=C[N+](C)=C1C
7353	7664-38-2	Phosphoric acid	H3O4P	phosphoric acid	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	NBIIXXVUZAFLBC-UHFFFAOYSA-N	OP(O)(O)=O
7354	7664-93-9	Sulfuric acid	H2O4S	sulfuric acid	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	OS(O)(=O)=O
7355	7665-72-7	tert-Butyl glycidyl ether	C7H14O2	2-[(2-methylpropan-2-yl)oxymethyl]oxirane	InChI=1S/C7H14O2/c1-7(2,3)9-5-6-4-8-6/h6H,4-5H2,1-3H3	SFJRUJUEMVAZLM-UHFFFAOYSA-N	CC(C)(C)OCC1CO1
7356	76674-21-0	Flutriafol	C16H13F2N3O	1-(2-fluorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol	InChI=1S/C16H13F2N3O/c17-13-7-5-12(6-8-13)16(22,9-21-11-19-10-20-21)14-3-1-2-4-15(14)18/h1-8,10-11,22H,9H2	JWUCHKBSVLQQCO-UHFFFAOYSA-N	OC(CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=C(F)C=CC=C1
7357	767-00-0	4-Hydroxybenzonitrile	C7H5NO	4-hydroxybenzonitrile	InChI=1S/C7H5NO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H	CVNOWLNNPYYEOH-UHFFFAOYSA-N	OC1=CC=C(C=C1)C#N
7358	76703-62-3	gamma-Cyhalothrin	C23H19ClF3NO3	[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate	InChI=1S/C23H19ClF3NO3/c1-22(2)17(12-19(24)23(25,26)27)20(22)21(29)31-18(13-28)14-7-6-10-16(11-14)30-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/b19-12-/t17-,18+,20-/m0/s1	ZXQYGBMAQZUVMI-GCMPRSNUSA-N	CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
7359	76738-62-0	Paclobutrazol	C15H20ClN3O	1-(4-chlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pentan-3-ol	InChI=1S/C15H20ClN3O/c1-15(2,3)14(20)13(19-10-17-9-18-19)8-11-4-6-12(16)7-5-11/h4-7,9-10,13-14,20H,8H2,1-3H3	RMOGWMIKYWRTKW-UHFFFAOYSA-N	FAIL
7360	76738-96-0	Resocortol butyrate	C26H38O5	[(8S,9S,10R,11S,13S,14S,17R)-11-hydroxy-10,13-dimethyl-3-oxo-17-propanoyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] butanoate	InChI=1S/C26H38O5/c1-5-7-22(30)31-26(21(29)6-2)13-11-19-18-9-8-16-14-17(27)10-12-24(16,3)23(18)20(28)15-25(19,26)4/h14,18-20,23,28H,5-13,15H2,1-4H3/t18-,19-,20-,23+,24-,25-,26-/m0/s1	NYLJGSLNIOEAHY-FZNHGJLXSA-N	CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CC
7361	768-52-5	N-Isopropylaniline	C9H13N	N-propan-2-ylaniline	InChI=1S/C9H13N/c1-8(2)10-9-6-4-3-5-7-9/h3-8,10H,1-2H3	FRCFWPVMFJMNDP-UHFFFAOYSA-N	CC(C)NC1=CC=CC=C1
7362	768-94-5	Amantadine	C10H17N	adamantan-1-amine	InChI=1S/C10H17N/c11-10-4-7-1-8(5-10)3-9(2-7)6-10/h7-9H,1-6,11H2	DKNWSYNQZKUICI-UHFFFAOYSA-N	NC12CC3CC(CC(C3)C1)C2
7363	7681-11-0	Potassium iodide	IK	potassium;iodide	InChI=1S/HI.K/h1H;/q;+1/p-1	NLKNQRATVPKPDG-UHFFFAOYSA-M	[K+].[I-]
7364	7681-14-3	Prednisolone tebutate	C27H38O6	[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] 3,3-dimethylbutanoate	InChI=1S/C27H38O6/c1-24(2,3)14-22(31)33-15-21(30)27(32)11-9-19-18-7-6-16-12-17(28)8-10-25(16,4)23(18)20(29)13-26(19,27)5/h8,10,12,18-20,23,29,32H,6-7,9,11,13-15H2,1-5H3/t18-,19-,20-,23+,25-,26-,27-/m0/s1	HUMXXHTVHHLNRO-KAJVQRHHSA-N	CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
7365	7681-38-1	Sodium hydrogen sulfate	HNaO4S	sodium;hydrogen sulfate	InChI=1S/Na.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+1;/p-1	WBHQBSYUUJJSRZ-UHFFFAOYSA-M	[Na+].OS([O-])(=O)=O
7366	7681-52-9	Sodium hypochlorite	ClNaO	sodium;hypochlorite	InChI=1S/ClO.Na/c1-2;/q-1;+1	SUKJFIGYRHOWBL-UHFFFAOYSA-N	[Na+].[O-]Cl
7367	7681-65-4	Copper(I) iodide	CuI	iodocopper	InChI=1S/Cu.HI/h;1H/q+1;/p-1	LSXDOTMGLUJQCM-UHFFFAOYSA-M	[Cu]I
7368	7681-67-6	Propionylpromazine hydrochloride	C20H25ClN2OS	1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]propan-1-one;hydrochloride	InChI=1S/C20H24N2OS.ClH/c1-4-18(23)15-10-11-20-17(14-15)22(13-7-12-21(2)3)16-8-5-6-9-19(16)24-20;/h5-6,8-11,14H,4,7,12-13H2,1-3H3;1H	ZFWVWZODBGTOIL-UHFFFAOYSA-N	Cl.CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN(C)C)C=C1
7369	7681-76-7	Ronidazole	C6H8N4O4	(1-methyl-5-nitroimidazol-2-yl)methyl carbamate	InChI=1S/C6H8N4O4/c1-9-4(3-14-6(7)11)8-2-5(9)10(12)13/h2H,3H2,1H3,(H2,7,11)	PQFRTXSWDXZRRS-UHFFFAOYSA-N	CN1C(COC(N)=O)=NC=C1[N+]([O-])=O
7370	7681-82-5	Sodium iodide	INa	sodium;iodide	InChI=1S/HI.Na/h1H;/q;+1/p-1	FVAUCKIRQBBSSJ-UHFFFAOYSA-M	[Na]I
7371	7681-93-8	Natamycin	C33H47NO13		InChI=1S/C33H47NO13/c1-18-10-8-6-4-3-5-7-9-11-21(45-32-30(39)28(34)29(38)19(2)44-32)15-25-27(31(40)41)22(36)17-33(42,47-25)16-20(35)14-24-23(46-24)12-13-26(37)43-18/h3-9,11-13,18-25,27-30,32,35-36,38-39,42H,10,14-17,34H2,1-2H3,(H,40,41)/b4-3+,7-5+,8-6+,11-9+,13-12+/t18-,19-,20+,21+,22+,23-,24-,25+,27-,28+,29-,30+,32+,33-/m1/s1	NCXMLFZGDNKEPB-FFPOYIOWSA-N	C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O
7372	76824-35-6	Famotidine	C8H15N7O2S3	3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide	InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)	XUFQPHANEAPEMJ-UHFFFAOYSA-N	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
7373	7683-59-2	Isoproterenol	C11H17NO3	4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol	InChI=1S/C11H17NO3/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8/h3-5,7,11-15H,6H2,1-2H3	JWZZKOKVBUJMES-UHFFFAOYSA-N	CC(C)NCC(O)C1=CC=C(O)C(O)=C1
7374	76894-77-4	Dazmegrel	C16H17N3O2	3-[3-(imidazol-1-ylmethyl)-2-methylindol-1-yl]propanoic acid	InChI=1S/C16H17N3O2/c1-12-14(10-18-9-7-17-11-18)13-4-2-3-5-15(13)19(12)8-6-16(20)21/h2-5,7,9,11H,6,8,10H2,1H3,(H,20,21)	DEQLGSOHGTZKFB-UHFFFAOYSA-N	CC1=C(CN2C=CN=C2)C2=C(C=CC=C2)N1CCC(O)=O
7375	769-92-6	4-tert-Butylaniline	C10H15N	4-tert-butylaniline	InChI=1S/C10H15N/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7H,11H2,1-3H3	WRDWWAVNELMWAM-UHFFFAOYSA-N	CC(C)(C)C1=CC=C(N)C=C1
7376	7696-12-0	Tetramethrin	C19H25NO4	(1,3-dioxo-4,5,6,7-tetrahydroisoindol-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate	InChI=1S/C19H25NO4/c1-11(2)9-14-15(19(14,3)4)18(23)24-10-20-16(21)12-7-5-6-8-13(12)17(20)22/h9,14-15H,5-8,10H2,1-4H3	CXBMCYHAMVGWJQ-UHFFFAOYSA-N	CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
7377	76963-41-2	Nizatidine	C12H21N5O2S2	1-N'-[2-[[2-[(dimethylamino)methyl]-1,3-thiazol-4-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine	InChI=1S/C12H21N5O2S2/c1-13-11(6-17(18)19)14-4-5-20-8-10-9-21-12(15-10)7-16(2)3/h6,9,13-14H,4-5,7-8H2,1-3H3	SGXXNSQHWDMGGP-UHFFFAOYSA-N	CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
7378	77-04-3	Pyrithyldione	C9H13NO2	3,3-diethyl-1H-pyridine-2,4-dione	InChI=1S/C9H13NO2/c1-3-9(4-2)7(11)5-6-10-8(9)12/h5-6H,3-4H2,1-2H3,(H,10,12)	NZASCBIBXNPDMH-UHFFFAOYSA-N	CCC1(CC)C(=O)NC=CC1=O
7379	77-06-5	Gibberellic acid	C19H22O6		InChI=1S/C19H22O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h4,6,10-13,20,24H,1,3,5,7-8H2,2H3,(H,21,22)/t10-,11+,12-,13-,16-,17+,18+,19-/m1/s1	IXORZMNAPKEEDV-OBDJNFEBSA-N	C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O
7380	77-09-8	Phenolphthalein	C20H14O4	3,3-bis(4-hydroxyphenyl)-2-benzofuran-1-one	InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H	KJFMBFZCATUALV-UHFFFAOYSA-N	OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1
7381	77-19-0	Dicyclomine	C19H35NO2	2-(diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate	InChI=1S/C19H35NO2/c1-3-20(4-2)15-16-22-18(21)19(13-9-6-10-14-19)17-11-7-5-8-12-17/h17H,3-16H2,1-2H3	CURUTKGFNZGFSE-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
7382	77-21-4	Glutethimide	C13H15NO2	3-ethyl-3-phenylpiperidine-2,6-dione	InChI=1S/C13H15NO2/c1-2-13(10-6-4-3-5-7-10)9-8-11(15)14-12(13)16/h3-7H,2,8-9H2,1H3,(H,14,15,16)	JMBQKKAJIKAWKF-UHFFFAOYSA-N	CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
7383	77-23-6	Carbetapentane	C20H31NO3	2-[2-(diethylamino)ethoxy]ethyl 1-phenylcyclopentane-1-carboxylate	InChI=1S/C20H31NO3/c1-3-21(4-2)14-15-23-16-17-24-19(22)20(12-8-9-13-20)18-10-6-5-7-11-18/h5-7,10-11H,3-4,8-9,12-17H2,1-2H3	CFJMRBQWBDQYMK-UHFFFAOYSA-N	CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1
7384	77-36-1	Chlorthalidone	C14H11ClN2O4S	2-chloro-5-(1-hydroxy-3-oxo-2H-isoindol-1-yl)benzenesulfonamide	InChI=1S/C14H11ClN2O4S/c15-11-6-5-8(7-12(11)22(16,20)21)14(19)10-4-2-1-3-9(10)13(18)17-14/h1-7,19H,(H,17,18)(H2,16,20,21)	JIVPVXMEBJLZRO-UHFFFAOYSA-N	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
7385	77-40-7	Bisphenol B	C16H18O2	4-[2-(4-hydroxyphenyl)butan-2-yl]phenol	InChI=1S/C16H18O2/c1-3-16(2,12-4-8-14(17)9-5-12)13-6-10-15(18)11-7-13/h4-11,17-18H,3H2,1-2H3	HTVITOHKHWFJKO-UHFFFAOYSA-N	CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
7386	77-41-8	Methsuximide	C12H13NO2	1,3-dimethyl-3-phenylpyrrolidine-2,5-dione	InChI=1S/C12H13NO2/c1-12(9-6-4-3-5-7-9)8-10(14)13(2)11(12)15/h3-7H,8H2,1-2H3	AJXPJJZHWIXJCJ-UHFFFAOYSA-N	CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1
7387	77-47-4	Hexachlorocyclopentadiene	C5Cl6	1,2,3,4,5,5-hexachlorocyclopenta-1,3-diene	InChI=1S/C5Cl6/c6-1-2(7)4(9)5(10,11)3(1)8	VUNCWTMEJYMOOR-UHFFFAOYSA-N	ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
7388	77-48-5	1,3-Dibromo-5,5-dimethylhydantoin	C5H6Br2N2O2	1,3-dibromo-5,5-dimethylimidazolidine-2,4-dione	InChI=1S/C5H6Br2N2O2/c1-5(2)3(10)8(6)4(11)9(5)7/h1-2H3	VRLDVERQJMEPIF-UHFFFAOYSA-N	CC1(C)N(Br)C(=O)N(Br)C1=O
7389	77-49-6	2-Methyl-2-nitro-1,3-propanediol	C4H9NO4	2-methyl-2-nitropropane-1,3-diol	InChI=1S/C4H9NO4/c1-4(2-6,3-7)5(8)9/h6-7H,2-3H2,1H3	LOTYADDQWWVBDJ-UHFFFAOYSA-N	CC(CO)(CO)[N+]([O-])=O
7390	77-51-0	Isoaminile	C16H24N2	4-(dimethylamino)-2-phenyl-2-propan-2-ylpentanenitrile	InChI=1S/C16H24N2/c1-13(2)16(12-17,11-14(3)18(4)5)15-9-7-6-8-10-15/h6-10,13-14H,11H2,1-5H3	WFLSCFISQHLEED-UHFFFAOYSA-N	CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1
7391	77-53-2	1H-3a,7-Methanoazulen-6-ol, octahydro-3,6,8,8-tetramethyl-, (3R,3aS,6R,7R,8aS)-	C15H26O		InChI=1S/C15H26O/c1-10-5-6-11-13(2,3)12-9-15(10,11)8-7-14(12,4)16/h10-12,16H,5-9H2,1-4H3/t10-,11+,12-,14-,15+/m1/s1	SVURIXNDRWRAFU-OGMFBOKVSA-N	C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O
7392	77-58-7	Dibutyltin dilaurate	C32H64O4Sn	[dibutyl(dodecanoyloxy)stannyl] dodecanoate	InChI=1S/2C12H24O2.2C4H9.Sn/c2*1-2-3-4-5-6-7-8-9-10-11-12(13)14;2*1-3-4-2;/h2*2-11H2,1H3,(H,13,14);2*1,3-4H2,2H3;/q;;;;+2/p-2	UKLDJPRMSDWDSL-UHFFFAOYSA-L	CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
7393	77-65-6	Carbromal	C7H13BrN2O2	2-bromo-N-carbamoyl-2-ethylbutanamide	InChI=1S/C7H13BrN2O2/c1-3-7(8,4-2)5(11)10-6(9)12/h3-4H2,1-2H3,(H3,9,10,11,12)	OPNPQXLQERQBBV-UHFFFAOYSA-N	CCC(Br)(CC)C(=O)NC(N)=O
7394	77-67-8	Ethosuximide	C7H11NO2	3-ethyl-3-methylpyrrolidine-2,5-dione	InChI=1S/C7H11NO2/c1-3-7(2)4-5(9)8-6(7)10/h3-4H2,1-2H3,(H,8,9,10)	HAPOVYFOVVWLRS-UHFFFAOYSA-N	CCC1(C)CC(=O)NC1=O
7395	77-71-4	5,5-Dimethylhydantoin	C5H8N2O2	5,5-dimethylimidazolidine-2,4-dione	InChI=1S/C5H8N2O2/c1-5(2)3(8)6-4(9)7-5/h1-2H3,(H2,6,7,8,9)	YIROYDNZEPTFOL-UHFFFAOYSA-N	CC1(C)NC(=O)NC1=O
7396	77-73-6	Dicyclopentadiene	C10H12		InChI=1S/C10H12/c1-2-9-7-4-5-8(6-7)10(9)3-1/h1-2,4-5,7-10H,3,6H2	HECLRDQVFMWTQS-UHFFFAOYSA-N	C1C=CC2C3CC(C=C3)C12
7397	77-75-8	3-Methyl-1-pentyn-3-ol	C6H10O	3-methylpent-1-yn-3-ol	InChI=1S/C6H10O/c1-4-6(3,7)5-2/h1,7H,5H2,2-3H3	QXLPXWSKPNOQLE-UHFFFAOYSA-N	CCC(C)(O)C#C
7398	77-76-9	2,2-Dimethoxypropane	C5H12O2	2,2-dimethoxypropane	InChI=1S/C5H12O2/c1-5(2,6-3)7-4/h1-4H3	HEWZVZIVELJPQZ-UHFFFAOYSA-N	COC(C)(C)OC
7399	77-78-1	Dimethyl sulfate	C2H6O4S	dimethyl sulfate	InChI=1S/C2H6O4S/c1-5-7(3,4)6-2/h1-2H3	VAYGXNSJCAHWJZ-UHFFFAOYSA-N	COS(=O)(=O)OC
7400	77-79-2	3-Sulfolene	C4H6O2S	2,5-dihydrothiophene 1,1-dioxide	InChI=1S/C4H6O2S/c5-7(6)3-1-2-4-7/h1-2H,3-4H2	MBDNRNMVTZADMQ-UHFFFAOYSA-N	O=S1(=O)CC=CC1
7401	77-83-8	Ethyl methylphenylglycidate	C12H14O3	ethyl 3-methyl-3-phenyloxirane-2-carboxylate	InChI=1S/C12H14O3/c1-3-14-11(13)10-12(2,15-10)9-7-5-4-6-8-9/h4-8,10H,3H2,1-2H3	LQKRYVGRPXFFAV-UHFFFAOYSA-N	CCOC(=O)C1OC1(C)C1=CC=CC=C1
7402	77-85-0	2-(Hydroxymethyl)-2-methyl-1,3-propanediol	C5H12O3	2-(hydroxymethyl)-2-methylpropane-1,3-diol	InChI=1S/C5H12O3/c1-5(2-6,3-7)4-8/h6-8H,2-4H2,1H3	QXJQHYBHAIHNGG-UHFFFAOYSA-N	CC(CO)(CO)CO
7403	77-86-1	Tromethamine	C4H11NO3	2-amino-2-(hydroxymethyl)propane-1,3-diol	InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2	LENZDBCJOHFCAS-UHFFFAOYSA-N	NC(CO)(CO)CO
7404	77-89-4	Acetyltriethyl citrate	C14H22O8	triethyl 2-acetyloxypropane-1,2,3-tricarboxylate	InChI=1S/C14H22O8/c1-5-19-11(16)8-14(22-10(4)15,13(18)21-7-3)9-12(17)20-6-2/h5-9H2,1-4H3	WEAPVABOECTMGR-UHFFFAOYSA-N	CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC
7405	77-90-7	Acetyl tributyl citrate	C20H34O8	tributyl 2-acetyloxypropane-1,2,3-tricarboxylate	InChI=1S/C20H34O8/c1-5-8-11-25-17(22)14-20(28-16(4)21,19(24)27-13-10-7-3)15-18(23)26-12-9-6-2/h5-15H2,1-4H3	QZCLKYGREBVARF-UHFFFAOYSA-N	CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
7406	77-92-9	Citric acid	C6H8O7	2-hydroxypropane-1,2,3-tricarboxylic acid	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	KRKNYBCHXYNGOX-UHFFFAOYSA-N	OC(=O)CC(O)(CC(O)=O)C(O)=O
7407	77-93-0	Triethyl citrate	C12H20O7	triethyl 2-hydroxypropane-1,2,3-tricarboxylate	InChI=1S/C12H20O7/c1-4-17-9(13)7-12(16,11(15)19-6-3)8-10(14)18-5-2/h16H,4-8H2,1-3H3	DOOTYTYQINUNNV-UHFFFAOYSA-N	CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
7408	77-99-6	2-Ethyl-2-(hydroxymethyl)-1,3-propanediol	C6H14O3	2-ethyl-2-(hydroxymethyl)propane-1,3-diol	InChI=1S/C6H14O3/c1-2-6(3-7,4-8)5-9/h7-9H,2-5H2,1H3	ZJCCRDAZUWHFQH-UHFFFAOYSA-N	CCC(CO)(CO)CO
7409	770-05-8	Octopamine hydrochloride	C8H12ClNO2	4-(2-amino-1-hydroxyethyl)phenol;hydrochloride	InChI=1S/C8H11NO2.ClH/c9-5-8(11)6-1-3-7(10)4-2-6;/h1-4,8,10-11H,5,9H2;1H	PUMZXCBVHLCWQG-UHFFFAOYSA-N	Cl.NCC(O)C1=CC=C(O)C=C1
7410	770-35-4	1-Phenoxy-2-propanol	C9H12O2	1-phenoxypropan-2-ol	InChI=1S/C9H12O2/c1-8(10)7-11-9-5-3-2-4-6-9/h2-6,8,10H,7H2,1H3	IBLKWZIFZMJLFL-UHFFFAOYSA-N	CC(O)COC1=CC=CC=C1
7411	7705-08-0	Ferric chloride	Cl3Fe	iron(3+);trichloride	InChI=1S/3ClH.Fe/h3*1H;/q;;;+3/p-3	RBTARNINKXHZNM-UHFFFAOYSA-K	[Cl-].[Cl-].[Cl-].[Fe+3]
7412	7706-67-4	Dimecrotic acid	C12H14O4	(E)-3-(2,4-dimethoxyphenyl)but-2-enoic acid	InChI=1S/C12H14O4/c1-8(6-12(13)14)10-5-4-9(15-2)7-11(10)16-3/h4-7H,1-3H3,(H,13,14)/b8-6+	VNLOISSPTMDCIF-SOFGYWHQSA-N	COC1=CC=C(\C(C)=C\C(O)=O)C(OC)=C1
7413	77086-22-7	Dizocilpine maleate	C20H19NO4		InChI=1S/C16H15N.C4H4O4/c1-16-13-8-4-2-6-11(13)10-15(17-16)12-7-3-5-9-14(12)16;5-3(6)1-2-4(7)8/h2-9,15,17H,10H2,1H3;1-2H,(H,5,6)(H,7,8)/b;2-1-/t15-,16+;/m1./s1	QLTXKCWMEZIHBJ-PJGJYSAQSA-N	OC(=O)\C=C/C(O)=O.C[C@]12N[C@H](CC3=C1C=CC=C3)C1=C2C=CC=C1
7414	77145-61-0	SR 57227A hydrochloride	C10H15Cl2N3	1-(6-chloropyridin-2-yl)piperidin-4-amine;hydrochloride	InChI=1S/C10H14ClN3.ClH/c11-9-2-1-3-10(13-9)14-6-4-8(12)5-7-14;/h1-3,8H,4-7,12H2;1H	FUMINTAAUJUVMP-UHFFFAOYSA-N	Cl.NC1CCN(CC1)C1=NC(Cl)=CC=C1
7415	7718-54-9	Nickel(II) chloride	Cl2Ni	dichloronickel	InChI=1S/2ClH.Ni/h2*1H;/q;;+2/p-2	QMMRZOWCJAIUJA-UHFFFAOYSA-L	Cl[Ni]Cl
7416	77181-69-2	Bravavir	C11H13BrN2O6	5-[(Z)-2-bromoethenyl]-1-[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	InChI=1S/C11H13BrN2O6/c12-2-1-5-3-14(11(19)13-9(5)18)10-8(17)7(16)6(4-15)20-10/h1-3,6-8,10,15-17H,4H2,(H,13,18,19)/b2-1-/t6-,7-,8+,10+/m1/s1	GCQYYIHYQMVWLT-YNYOGKQOSA-N	OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)N1C=C(\C=C/Br)C(=O)NC1=O
7417	77191-36-7	Nefiracetam	C14H18N2O2	N-(2,6-dimethylphenyl)-2-(2-oxopyrrolidin-1-yl)acetamide	InChI=1S/C14H18N2O2/c1-10-5-3-6-11(2)14(10)15-12(17)9-16-8-4-7-13(16)18/h3,5-6H,4,7-9H2,1-2H3,(H,15,17)	NGHTXZCKLWZPGK-UHFFFAOYSA-N	CC1=CC=CC(C)=C1NC(=O)CN1CCCC1=O
7418	7720-78-7	Iron(II) sulfate	FeO4S	iron(2+);sulfate	InChI=1S/Fe.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2	BAUYGSIQEAFULO-UHFFFAOYSA-L	[Fe++].[O-]S([O-])(=O)=O
7419	7722-44-3	Colistin A	C53H100N16O13	(6R)-N-[(2S)-4-amino-1-[[(2S,3R)-1-[[(2S)-4-amino-1-oxo-1-[[(3S,6S,9S,12S,15R,18S,21S)-6,9,18-tris(2-aminoethyl)-3-[(1R)-1-hydroxyethyl]-12,15-bis(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-1,4,7,10,13,16,19-heptazacyclotricos-21-yl]amino]butan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]-6-methyloctanamide	InChI=1S/C53H100N16O13/c1-9-30(6)12-10-11-13-41(72)60-33(14-20-54)48(77)69-43(32(8)71)53(82)65-36(17-23-57)45(74)64-38-19-25-59-52(81)42(31(7)70)68-49(78)37(18-24-58)62-44(73)34(15-21-55)63-50(79)39(26-28(2)3)67-51(80)40(27-29(4)5)66-46(75)35(16-22-56)61-47(38)76/h28-40,42-43,70-71H,9-27,54-58H2,1-8H3,(H,59,81)(H,60,72)(H,61,76)(H,62,73)(H,63,79)(H,64,74)(H,65,82)(H,66,75)(H,67,80)(H,68,78)(H,69,77)/t30-,31-,32-,33+,34+,35+,36+,37+,38+,39+,40-,42+,43+/m1/s1	XDJYMJULXQKGMM-RVYUQJQSSA-N	CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
